timestamp,merchant_name,category,amount,currency
2024-04-03 18:40:24+00:00,La Central del Raval,Shopping,-2.2,EUR
2024-04-03 21:53:19+00:00,heladeria Dino,Restaurants,-3.5,EUR
2024-04-03 22:26:48+00:00,Estanco,Shopping,-5.6,EUR
2024-04-04 12:32:42+00:00,Mercadona,Groceries,-18.01,EUR
2024-04-04 18:18:25+00:00,AliExpress,Shopping,-11.03,EUR
2024-04-04 18:32:41+00:00,Decathlon,Shopping,-27.97,EUR
2024-04-04 20:20:14+00:00,Mercadona,Groceries,-16.61,EUR
2024-04-04 20:21:48+00:00,Frutas Diaz,Groceries,-3.5,EUR
2024-04-05 18:30:42+00:00,Mercadona,Groceries,-11.9,EUR
2024-04-06 00:08:11+00:00,Cabify,Travel & Transportation,-9.83,EUR
2024-04-06 02:37:01+00:00,Cabify,Travel & Transportation,-12.2,EUR
2024-04-06 12:28:10+00:00,La Forneria,Restaurants,-5.7,EUR
2024-04-06 12:58:41+00:00,Mercadona,Groceries,-12.12,EUR
2024-04-06 13:00:13+00:00,Shawarmax,Restaurants,-4.9,EUR
2024-04-06 20:00:31+00:00,Mercadona,Groceries,-18.74,EUR
2024-04-07 22:21:24+00:00,Dhaba,Restaurants,-22.53,EUR
2024-04-08 12:00:52+00:00,Mercadona,Groceries,-2.05,EUR
2024-04-08 18:15:46+00:00,UNIQLO,Shopping,-44.8,EUR
2024-04-08 19:17:24+00:00,Mercadona,Groceries,-33.4,EUR
2024-04-08 20:04:16+00:00,Streamz,Entertainment,-7.95,EUR
2024-04-09 16:44:06+00:00,Anita Gelato,Restaurants,-5.8,EUR
2024-04-09 21:59:11+00:00,La Brillantina,Restaurants,-59.4,EUR
2024-04-10 13:45:44+00:00,DIAGONAL,Restaurants,-16.4,EUR
2024-04-10 16:25:43+00:00,Mercadona,Groceries,-4.7,EUR
2024-04-10 17:27:50+00:00,Amovens,Travel & Transportation,-50.42,EUR
2024-04-10 18:07:38+00:00,el Fornet,Restaurants,-2.5,EUR
